Scheme Code;ISIN Div Payout/ ISIN Growth;ISIN Div Reinvestment;Scheme Name;Net Asset Value;Date
 
Open Ended Schemes(Debt Scheme - Banking and PSU Fund)
 
Aditya Birla Sun Life Mutual Fund
112715;INF846K01370;INF846K01388;Axis Liquid Fund - Retail Plan - Weekly IDCW;1001.3725;01-Mar-2024
 
Bajaj Finserv Mutual Fund
 
151835;-;INF0QA701029;Bajaj Finserv Liquid Fund - Direct Plan - Daily - IDCW;1034.6939;01-Mar-2024
151838;INF0QA701078;INF0QA701045;Bajaj Finserv Liquid Fund - Direct Plan - Fortnightly - IDCW;1035.5676;01-Mar-2024
151833;INF0QA701011;-;Bajaj Finserv Liquid Fund - Direct Plan - Growth;1047.1641;01-Mar-2024
151836;INF0QA701086;INF0QA701052;Bajaj Finserv Liquid Fund - Direct Plan - Monthly - IDCW;1037.9393;01-Mar-2024
151834;INF0QA701060;INF0QA701037;Bajaj Finserv Liquid Fund - Direct Plan - Weekly - IDCW;1035.5806;01-Mar-2024
151839;-;INF0QA701136;Bajaj Finserv Liquid Fund - Regular Plan - Daily - IDCW;1033.8241;01-Mar-2024
151841;INF0QA701151;INF0QA701110;Bajaj Finserv Liquid Fund - Regular Plan - Fortnightly - IDCW;1034.6700;01-Mar-2024
151837;INF0QA701094;-;Bajaj Finserv Liquid Fund - Regular Plan - Growth;1045.9922;01-Mar-2024
151842;INF0QA701169;INF0QA701128;Bajaj Finserv Liquid Fund - Regular Plan - Monthly - IDCW;1036.9818;01-Mar-2024
151840;INF0QA701144;INF0QA701102;Bajaj Finserv Liquid Fund - Regular Plan - Weekly - IDCW;1034.6807;01-Mar-2024
 
Bandhan Mutual Fund
 
108694;INF194K01VP5;INF194K01VO8;BANDHAN LIQUID FUND - Inst Plan B - Periodic Div;0;02-Oct-2008
108692;INF194K01VZ4;INF194K01VY7;BANDHAN LIQUID Fund - Regular Plan - Daily IDCW;1001.0846;01-Mar-2024
108690;INF194K01VX9;-;BANDHAN LIQUID Fund - Regular Plan - Growth;2876.0433;01-Mar-2024
108693;INF194K01WF4;INF194K01WE7;BANDHAN LIQUID Fund - Regular Plan - Monthly IDCW;1000.7296;01-Mar-2024
115489;INF194K01WC1;INF194K01WB3;BANDHAN LIQUID Fund - Regular Plan - Periodic IDCW;1241.7204;01-Mar-2024
108691;INF194K01WI8;INF194K01WH0;BANDHAN LIQUID Fund - Regular Plan - Weekly IDCW;1002.4951;01-Mar-2024
139582;INF194KA14C0;-;BANDHAN LIQUID Fund - Unclaimed IDCW Less than 3 years;1.5441;01-Mar-2024
139583;INF194KA15C7;-;BANDHAN LIQUID Fund - Unclaimed IDCW More than 3 years;1.0000;01-Mar-2024
139584;INF194KA12C4;-;BANDHAN LIQUID Fund - Unclaimed Redemption Less than 3 years;1.5441;01-Mar-2024
139585;INF194KA13C2;-;BANDHAN LIQUID Fund - Unclaimed Redemption More than 3 years;1.0000;01-Mar-2024
118365;INF194K01J36;INF194K01J28;BANDHAN LIQUID Fund -Direct Plan -Monthly IDCW;1007.4530;01-Mar-2024
118367;-;INF194K01J51;BANDHAN LIQUID Fund -Direct Plan -Weekly IDCW;1008.4001;01-Mar-2024
118366;-;INF194K01I78;BANDHAN LIQUID Fund -Direct Plan-Daily IDCW;1001.6663;01-Mar-2024
118364;INF194K01I60;-;BANDHAN LIQUID Fund -Direct Plan-Growth;2898.8968;01-Mar-2024
118363;INF194K01J02;INF194K01I94;BANDHAN LIQUID Fund -Direct Plan-Periodic IDCW;1167.8948;01-Mar-2024
 
Bank of India Mutual Fund
 
141887;-;-;BANK OF INDIA Liquid Fund  Unclaimed Dividend greater than  3 years;1000.0000;30-Nov-2021
141889;-;-;BANK OF INDIA Liquid Fund  Unclaimed Dividend Upto 3 years;1226.9964;30-Nov-2021
141888;-;-;BANK OF INDIA Liquid Fund  Unclaimed Redemption greater than  3 years;1000.0000;30-Nov-2021
141890;-;-;BANK OF INDIA Liquid Fund  Unclaimed Redemption Upto 3 years;1226.8682;30-Nov-2021
119368;-;INF761K01CL0;BANK OF INDIA Liquid Fund- Direct Plan- Daily IDCW;1002.6483;01-Mar-2024
119369;INF761K01785;-;BANK OF INDIA Liquid Fund- Direct Plan- Growth;2763.3418;01-Mar-2024
119370;-;INF761K01CM8;BANK OF INDIA Liquid Fund- Direct Plan- Weekly IDCW;1062.4450;01-Mar-2024
111971;-;INF761K01CO4;BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW;1002.1069;01-Mar-2024
109254;INF761K01306;-;BANK OF INDIA Liquid Fund- Regular Plan- Growth;2737.2296;01-Mar-2024
109255;-;INF761K01CP1;BANK OF INDIA Liquid Fund- Regular Plan- Weekly IDCW;1002.1530;01-Mar-2024
 
Baroda BNP Paribas Mutual Fund
 
119414;INF955L01AK2;-;Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION;1002.0849;01-Mar-2024
119415;INF955L01AL0;-;Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - GROWTH OPTION;2767.3479;01-Mar-2024
119416;INF251K01SL8;-;Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - WEEKLY IDCW OPTION;1219.2300;01-Mar-2024
139344;INF955L01GR4;-;Baroda BNP Paribas Liquid Fund - Plan C;1422.9738;14-Mar-2022
116803;INF955L01534;INF955L01542;Baroda BNP Paribas Liquid Fund - Regular - Weekly IDCW Option;0.0000;03-May-2013
111707;INF955L01468;INF955L01476;Baroda BNP Paribas LIQUID FUND - Regular Plan - DAILY IDCW OPTION;1001.1996;01-Mar-2024
111704;INF955L01484;-;Baroda BNP Paribas LIQUID FUND - Regular Plan - GROWTH OPTION;2737.6288;01-Mar-2024
111705;INF251K01SK0;INF955L01500;Baroda BNP Paribas LIQUID FUND - Regular Plan - WEEKLY IDCW OPTION;1000.6863;01-Mar-2024
142248;-;-;BARODA BNP PARIBAS LIQUID FUND PLAN C IDCW ABOVE 3 YRS;1000;14-Mar-2022
142246;-;-;BARODA BNP PARIBAS LIQUID FUND PLAN C IDCW UPTO 3YRS;1391.4327;14-Mar-2022
142245;-;-;BARODA BNP PARIBAS LIQUID FUND PLAN C REDEMPTION ABOVE 3 YRS;1000;14-Mar-2022
142247;-;-;BARODA BNP PARIBAS LIQUID FUND PLAN C REDEMPTION UPTO 3YRS;1387.3652;14-Mar-2022
101408;INF955L01575;-;Baroda BNP Paribas LIQUID FUND- Defunct Plan -Growth Option;4030.2819;01-Mar-2024
101407;INF955L01559;INF955L01567;Baroda BNP Paribas LIQUID FUND-Defunct Plan- IDCW Option;3325.4152;01-Mar-2024
101409;INF955L01518;INF955L01526;Baroda BNP Paribas LIQUID FUND-Defunct Plan-Daily IDCW Option;1006.0602;04-Aug-2022
 
Canara Robeco Mutual Fund
 
118307;-;INF760K01FS0;CANARA ROBECO LIQUID FUND - DIRECT PLAN - DAILY IDCW (Reinvestment);1005.5000;01-Mar-2024
118305;INF760K01FU6;-;CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION;2875.5204;01-Mar-2024
118304;INF760K01FT8;-;CANARA ROBECO LIQUID FUND - DIRECT PLAN - IDCW (Payout/Reinvestment);2057.9879;01-Mar-2024
118306;INF760K01FV4;INF760K01FW2;CANARA ROBECO LIQUID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment);1000.5082;01-Mar-2024
118308;INF760K01FY8;INF760K01FX0;CANARA ROBECO LIQUID FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment);1000.5077;01-Mar-2024
109349;-;INF760K01CU3;CANARA ROBECO LIQUID FUND - REGULAR PLAN - DAILY IDCW (Reinvestment);1005.5000;01-Mar-2024
109353;INF760K01CW9;-;CANARA ROBECO LIQUID FUND - REGULAR PLAN - GROWTH OPTION;2862.4700;01-Mar-2024
109351;INF760K01CX7;INF760K01CY5;CANARA ROBECO LIQUID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment);1000.5049;01-Mar-2024
109350;INF760K01BZ4;INF760K01CZ2;CANARA ROBECO LIQUID FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment);1000.5040;01-Mar-2024
139235;INF760K01IC8;-;Canara Robeco Liquid Fund -Unclaimed Redemption and Dividend Plan -Direct Growth Option;1567.5093;01-Mar-2024
 
DSP Mutual Fund
 
119125;INF740K01QL4;-;DSP Liquidity Fund - Direct Plan - Growth;3429.6664;01-Mar-2024
119124;-;INF740KA1OB6;DSP Liquidity Fund - Direct Plan - IDCW - Daily;1000.9329;01-Mar-2024
119123;INF740KA1OC4;INF740KA1OD2;DSP Liquidity Fund - Direct Plan - IDCW - Weekly;1001.0997;01-Mar-2024
103347;INF740K01FK9;-;DSP Liquidity Fund - Regular Plan - Growth;3395.4915;01-Mar-2024
103348;INF740K01FM5;INF740K01FL7;DSP Liquidity Fund - Regular Plan - IDCW - Weekly;1001.0975;01-Mar-2024
103349;-;INF740KA1OE0;DSP Liquidity Fund- Regular Plan - IDCW - Daily;1000.9329;01-Mar-2024
 
Edelweiss Mutual Fund
 
140194;INF754K01GY9;-;Edelweiss Liquid Fund - Direct Plan - Bonus Option;1802.5991;01-Mar-2024
140196;INF754K01GM4;-;Edelweiss Liquid Fund - Direct Plan - Growth Option;3098.4086;01-Mar-2024
140198;INF754K01GO0;INF754K01GN2;Edelweiss Liquid Fund - Direct Plan - IDCW Option;3098.4127;01-Mar-2024
140192;INF754K01GX1;INF754K01GT9;Edelweiss Liquid Fund - Direct Plan Annual - IDCW Option;3098.3878;01-Mar-2024
140193;-;INF754K01GP7;Edelweiss Liquid Fund - Direct Plan daily - IDCW Option;1059.3095;01-Mar-2024
140199;INF754K01GV5;INF754K01GR3;Edelweiss Liquid Fund - Direct Plan Fortnightly - IDCW Option;2448.7967;01-Mar-2024
140197;INF754K01GW3;INF754K01GS1;Edelweiss Liquid Fund - Direct Plan Monthly - IDCW Option;1005.3421;01-Mar-2024
140195;INF754K01GU7;INF754K01GQ5;Edelweiss Liquid Fund - Direct Plan weekly - IDCW Option;2174.2392;01-Mar-2024
140189;INF754K01HR1;-;Edelweiss Liquid Fund - Regular Plan - Bonus Option;1771.6285;01-Mar-2024
140182;INF754K01GZ6;-;Edelweiss Liquid Fund - Regular Plan - Growth Option;3041.6256;01-Mar-2024
140190;INF754K01GK8;INF754K01GL6;Edelweiss Liquid Fund - Regular Plan - IDCW Option;3041.6274;01-Mar-2024
140188;INF754K01HQ3;INF754K01HP5;Edelweiss Liquid Fund - Regular Plan Annual - IDCW Option;2104.5319;01-Mar-2024
140181;-;INF754K01HA7;Edelweiss Liquid Fund - Regular Plan Daily - IDCW Option;1126.226;01-Mar-2024
140184;INF754K01HK6;INF754K01HC3;Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option;2153.5828;01-Mar-2024
140183;INF754K01HL4;INF754K01HD1;Edelweiss Liquid Fund - Regular Plan Monthly - IDCW Option;1074.8741;01-Mar-2024
140185;INF754K01HJ8;INF754K01HB5;Edelweiss Liquid Fund - Regular Plan Weekly - IDCW Option;1141.5265;01-Mar-2024
140176;INF754K01HE9;-;Edelweiss Liquid Fund - Retail Plan - Growth Option;2766.1061;01-Mar-2024
140178;-;INF754K01HG4;Edelweiss Liquid Fund - Retail Plan - Weekly Dividend Option;1231.7348;01-Mar-2024
140177;-;INF754K01HF6;Edelweiss Liquid Fund - Retail Plan Daily - IDCW Option;1057.5049;01-Mar-2024
140180;-;INF754K01HI0;Edelweiss Liquid Fund - Retail Plan Monthly - IDCW Option;1244.8633;01-Mar-2024
 
Franklin Templeton Mutual Fund
 
100541;-;INF090I01BA3;Franklin India Liquid Fund - Regular Plan - Daily - IDCW;1509.3204;01-Mar-2024
100538;INF090I01BB1;-;Franklin India Liquid Fund - Regular Plan - Growth;5429.9569;01-Mar-2024
100537;INF090I01BL0;INF090I01BI6;Franklin India Liquid Fund - Regular Plan - Weekly - IDCW;1245.4547;01-Mar-2024
118577;INF090I01JV2;-;Franklin India Liquid Fund - Super Institutional - Direct - Growth;3604.4910;01-Mar-2024
100547;-;INF090I01BF2;Franklin India Liquid Fund - Super Institutional Plan - Daily - IDCW;1000.0000;01-Mar-2024
118578;INF090I01JW0;-;Franklin India Liquid Fund - Super Institutional Plan - Direct - Daily - IDCW;1001.6033;01-Mar-2024
118579;INF090I01JX8;INF090I01JY6;Franklin India Liquid Fund - Super Institutional Plan - Direct - Weekly - IDCW;1022.4405;01-Mar-2024
100546;INF090I01BG0;-;Franklin India Liquid Fund - Super Institutional Plan - Growth;3578.2123;01-Mar-2024
100548;INF090I01BM8;INF090I01BH8;Franklin India Liquid Fund - Super Institutional Plan - Weekly - IDCW;1024.5994;01-Mar-2024
139892;INF090I01LR6;-;Franklin India Liquid Fund - Unclaimed IDCW Investor Education Plan - Growth;10.0000;01-Mar-2024
139890;INF090I01LP0;-;Franklin India Liquid Fund - Unclaimed IDCW Plan - Growth;15.2133;01-Mar-2024
139891;INF090I01LQ8;-;Franklin India Liquid Fund - Unclaimed Redemption Investor Education Plan - Growth;10.0000;01-Mar-2024
139889;INF090I01LO3;-;Franklin India Liquid Fund - Unclaimed Redemption Plan - Growth;15.2133;01-Mar-2024
102441;INF090I01BD7;-;Franklin India Liquid Fund - Institution-Growth;0.0000;08-Jul-2020
102443;-;INF090I01BC9;Franklin India Liquid Fund - Institutional Plan - Daily - IDCW;1000.0000;01-Mar-2024
102442;INF090I01BJ4;INF090I01BE5;Franklin India Liquid Fund - Institutional Plan - Weekly - IDCW;1055.7379;01-Mar-2024
 
Groww Mutual Fund
 
119135;INF666M01451;-;Groww Liquid Fund ( formerly known as Indiabulls Liquid )Fund - Direct Plan - Growth Option;2324.623;01-Mar-2024
119136;-;INF666M01469;Groww Liquid Fund (formerly known as Indiabulls Liquid Fund) - Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment);1001.06;01-Mar-2024
115991;INF666M01014;-;Groww Liquid Fund (formerly known as Indiabulls Liquid Fund) - Regular Plan - Growth Option;2299.6614;01-Mar-2024
119138;INF666M01501;INF666M01485;Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment);1001.4335;01-Mar-2024
119139;INF666M01519;INF666M01493;Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment);1029.3614;01-Mar-2024
119137;INF666M01527;INF666M01477;Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment);1001.4051;01-Mar-2024
115992;-;INF666M01022;Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Reinvestment);1001.1452;01-Mar-2024
115995;INF666M01071;INF666M01055;Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment);1000.8672;01-Mar-2024
115993;INF666M01089;INF666M01030;Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Regular Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment);1002.4661;01-Mar-2024
115994;INF666M01063;INF666M01048;Groww Liquid Fund (formerly known as Indiabulls Liquid) Fund- Regular Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment);1001.3386;01-Mar-2024
 
HDFC Mutual Fund
 
119091;INF179KB1HP9;-;HDFC Liquid Fund - Growth Option - Direct Plan;4714.0296;01-Mar-2024
100868;INF179KB1HK0;-;HDFC Liquid Fund - Growth Plan;4668.3421;01-Mar-2024
100875;-;INF179KB1IC5;HDFC Liquid Fund - IDCW Daily;1019.82;01-Mar-2024
119089;-;INF179KB1HV7;HDFC Liquid Fund - IDCW Daily - Direct Plan;1019.82;01-Mar-2024
100876;INF179KB1HM6;INF179KB1HL8;HDFC Liquid Fund - IDCW Monthly;1027.1548;01-Mar-2024
119090;INF179KB1HO2;INF179KB1HQ7;HDFC Liquid Fund - IDCW Monthly - Direct Plan;1027.1593;01-Mar-2024
100874;INF179KB1ID3;-;HDFC Liquid Fund - IDCW Plan Weekly;1031.888;01-Mar-2024
119088;-;-;HDFC Liquid Fund - IDCW Weekly - Direct Plan;1031.8927;01-Mar-2024
100878;INF179K01KP9;-;HDFC Liquid Fund-Premium Plan - Dividend-Weekly;10;14-Apr-2015
100881;INF179K01KS3;-;HDFC Liquid Fund-Premium Plus Plan - Dividend-Weekly;10;14-May-2012
100872;INF179K01KQ7;-;HDFC Liquid Fund-PREMIUM PLUS- Growth;10.0000;17-Dec-2012
 
HSBC Mutual Fund
 
120038;INF336L01CC8;-;HSBC Liquid Fund -  Growth Direct;2390.7132;01-Mar-2024
120037;-;INF336L01CB0;HSBC Liquid Fund - Direct Daily IDCW;1001.0033;01-Mar-2024
120039;INF336L01BZ1;INF336L01CA2;HSBC Liquid Fund - Direct Monthly IDCW;1038.7484;01-Mar-2024
120040;INF336L01LK2;INF336L01CD6;HSBC Liquid Fund - Direct Weekly IDCW;1195.8781;01-Mar-2024
118907;INF336L01BL1;-;HSBC Liquid Fund - Growth;3421.9645;01-Mar-2024
118906;-;INF336L01BK3;HSBC Liquid Fund - IDCW;1019.3000;01-Mar-2024
118909;-;INF336L01BS6;HSBC Liquid Fund - Institutional Daily IDCW;1562.8262;01-Mar-2024
118901;-;INF336L01BM9;HSBC Liquid Fund - Regular Daily IDCW;1001.3789;01-Mar-2024
118902;INF336L01BN7;-;HSBC Liquid Fund - Regular Growth;2371.7459;01-Mar-2024
118903;INF336L01BP2;INF336L01BO5;HSBC Liquid Fund - Regular Monthly IDCW;1003.1241;01-Mar-2024
118904;INF336L01LJ4;INF336L01BQ0;HSBC Liquid Fund - Regular Weekly IDCW;1108.1271;01-Mar-2024
118908;-;INF336L01BR8;HSBC Liquid Fund - Weekly IDCW;1001.3767;01-Mar-2024
 
ICICI Prudential Mutual Fund
 
100357;INF109K01UU5;INF109K01UT7;ICICI Prudential Liquid Fund -Quarterly IDCW;101.4288;16-Sep-2022
100359;INF109K01VJ6;-;ICICI Prudential Liquid Institutional Plus Fund - Div - Daily;118.5152;24-Apr-2020
130933;INF109KA1G94;-;ICICI Prudential Liquid Fund - Bonus;121.0704;08-Mar-2017
103343;INF109K01VP3;-;ICICI Prudential Liquid Fund - Daily IDCW;100.1482;01-Mar-2024
120198;INF109K01P99;INF109K01Q07;ICICI Prudential Liquid Fund - Direct Plan -  Annual IDCW;103.9850;16-Sep-2022
120187;INF109K01Q56;INF109K01Q64;ICICI Prudential Liquid Fund - Direct Plan -  Half Yearly IDCW;106.7325;16-Sep-2022
120191;INF109K01Q31;INF109K01Q23;ICICI Prudential Liquid Fund - Direct Plan -  IDCW Others;164.7179;01-Mar-2024
120188;-;INF109K01Q15;ICICI Prudential Liquid Fund - Direct Plan - Daily IDCW;100.1082;01-Mar-2024
120197;INF109K01Q49;-;ICICI Prudential Liquid Fund - Direct Plan - Growth;355.1501;01-Mar-2024
120189;INF109K01R06;-;ICICI Prudential Liquid Fund - Direct Plan - Monthly IDCW;100.4287;16-Sep-2022
120196;INF109K01Q72;INF109K01Q80;ICICI Prudential Liquid Fund - Direct Plan - Quarterly IDCW;102.2043;16-Sep-2022
120190;INF109K01Q98;-;ICICI Prudential Liquid Fund - Direct Plan - Weekly IDCW;100.2667;01-Mar-2024
130934;INF109KA1G86;-;ICICI Prudential Liquid Fund - Direct Plan Bonus;149.1904;24-Apr-2020
103340;INF109K01VQ1;-;ICICI Prudential Liquid Fund - Growth;352.1614;01-Mar-2024
104308;INF109K01UX9;INF109K01UW1;ICICI Prudential Liquid Fund - Half Yearly IDCW;105.6475;16-Sep-2022
115505;INF109K01VU3;INF109K01VT5;ICICI Prudential Liquid Fund - IDCW Others;163.6662;01-Mar-2024
103344;INF109K01VH0;-;ICICI Prudential Liquid Fund - Institutional Option - I;275.6151;24-Apr-2020
139434;INF109KB1WR9;-;ICICI Prudential Liquid Fund - Unclaimed IDCW;137.2884;30-Nov-2021
139432;INF109KB1WS7;-;ICICI Prudential Liquid Fund - Unclaimed IDCW Investor Education;100.0000;30-Nov-2021
139433;INF109KB1WQ1;-;ICICI Prudential Liquid Fund - Unclaimed Redemption;137.2884;30-Nov-2021
139431;INF109KB1WT5;-;ICICI Prudential Liquid Fund - Unclaimed Redemption Investor Education;100.0000;30-Nov-2021
103342;INF109K01VS7;-;ICICI Prudential Liquid Fund - Weekly IDCW;100.2406;01-Mar-2024
103341;INF109K01VR9;-;ICICI Prudential Liquid Fund -Monthly IDCW;100.3202;16-Sep-2022
112119;INF109K01VD9;INF109K01VC1;ICICI Prudential Liquid Fund-Annual IDCW;103.8506;16-Sep-2022
101748;INF109K01VE7;-;ICICI Prudential Liquid Fund - Institutional - Daily - Div;118.5022;24-Apr-2020
101753;INF109K01VI8;-;ICICI Prudential Liquid Fund - Institutional - Weekly - Div;118.6133;28-Sep-2015
101754;INF109K01UR1;-;ICICI Prudential Liquid Fund Retail Daily Dividend;118.5142;24-Apr-2020
101750;INF109K01UQ3;-;ICICI Prudential Liquid Fund Retail Growth;450.7797;24-Apr-2020
101755;INF109K01US9;-;ICICI Prudential Liquid Fund Retail Monthly Dividend;100.5372;24-Apr-2020
101752;INF109K01UV3;-;ICICI Prudential Liquid Fund Retail Weekly Dividend;118.9171;24-Apr-2020
101751;INF109K01VF4;-;ICICI Prudential Liquid Institutional Fund - Growth;462.33;24-Apr-2020
 
Invesco Mutual Fund
 
122786;INF205K01UX5;-;Invesco India Liquid Fund - Bonus Option;3274.5496;01-Mar-2024
104484;-;INF205K01HN3;Invesco India Liquid Fund - Daily IDCW (Reinvestment);1002.7594;01-Mar-2024
120537;INF205K01MF9;-;Invesco India Liquid Fund - Direct Plan - Growth;3294.0071;01-Mar-2024
120536;INF205K01MG7;INF205K01MH5;Invesco India Liquid Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment);1082.5592;01-Mar-2024
120535;-;INF205K01MI3;Invesco India Liquid Fund - Direct Plan - Weekly IDCW (Reinvestment);1132.9561;01-Mar-2024
120534;-;INF205K01ME2;Invesco India Liquid Fund - Direct Plan- Daily IDCW (Reinvestment);1000.9596;01-Mar-2024
104486;INF205K01HM5;-;Invesco India Liquid Fund - Growth;3269.0826;01-Mar-2024
104492;INF205K01HQ6;INF205K01HP8;Invesco India Liquid Fund - Monthly IDCW (Payout / Reinvestment);1003.3673;01-Mar-2024
104488;INF205K01HG7;-;Invesco India Liquid Fund - Regular - Growth;2915.3525;01-Mar-2024
104489;-;INF205K01HH5;Invesco India Liquid Fund - Regular - Weekly IDCW (Reinvestment);1003.0655;01-Mar-2024
139390;-;-;Invesco India Liquid Fund - Unclaimed Dividend Plan - Above 3 Years;1000;01-Mar-2024
139389;-;-;Invesco India Liquid Fund - Unclaimed Dividend Plan - Below 3 Years;1561.0605;01-Mar-2024
139388;-;-;Invesco India Liquid Fund - Unclaimed Redemption Plan - Above 3 Years;1000;01-Mar-2024
139387;-;-;Invesco India Liquid Fund - Unclaimed Redemption Plan - Below 3 years;1561.0161;01-Mar-2024
104485;-;INF205K01HO1;Invesco India Liquid Fund - Weekly IDCW (Reinvestment);1018.2783;01-Mar-2024
 
ITI Mutual Fund
 
147161;INF00XX01366;INF00XX01333;ITI Liquid Fund - Direct Plan - Annually IDCW Option;1253.1621;01-Mar-2024
147158;-;INF00XX01291;ITI Liquid Fund - Direct Plan - Daily IDCW Option;1001.0000;01-Mar-2024
147160;INF00XX01341;INF00XX01317;ITI Liquid Fund - Direct Plan - Fortnightly IDCW Option;1001.1646;12-Jan-2023
147157;INF00XX01283;-;ITI Liquid Fund - Direct Plan - Growth Option;1252.0415;01-Mar-2024
147163;INF00XX01358;INF00XX01325;ITI Liquid Fund - Direct Plan - Monthly IDCW Option;1001.5656;01-Mar-2024
147159;-;INF00XX01309;ITI Liquid Fund - Direct Plan - Weekly IDCW Option;1001.5700;01-Mar-2024
147162;INF00XX01275;INF00XX01242;ITI Liquid Fund - Regular Plan - Annually IDCW Option;1249.8052;01-Mar-2024
147154;-;INF00XX01200;ITI Liquid Fund - Regular Plan - Daily IDCW Option;1001.0000;01-Mar-2024
147155;INF00XX01259;INF00XX01226;ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option;1001.5519;01-Mar-2024
147153;INF00XX01192;-;ITI Liquid Fund - Regular Plan - Growth Option;1244.0953;01-Mar-2024
147156;INF00XX01267;INF00XX01234;ITI Liquid Fund - Regular Plan - Monthly IDCW Option;1001.6138;01-Mar-2024
147164;-;INF00XX01218;ITI Liquid Fund - Regular Plan - Weekly IDCW Option;1001.5569;01-Mar-2024
 
JM Financial Mutual Fund
 
120410;INF192K01CN4;-;JM Liquid Fund (Direct) - Bonus Option - Bonus Option - Principal units;21.0967;01-Mar-2024
120411;-;INF192K01CH6;JM Liquid Fund (Direct) - Daily IDCW;10.4302;01-Mar-2024
120406;INF192K01CM6;-;JM Liquid Fund (Direct) - Growth Option;65.6027;01-Mar-2024
120408;INF192K01CK0;INF192K01CL8;JM Liquid Fund (Direct) - Quarterly IDCW;37.2453;01-Mar-2024
120407;INF192K01CI4;INF192K01CJ2;JM Liquid Fund (Direct) - Weekly IDCW;11.0125;01-Mar-2024
100244;INF192K01866;INF192K01874;JM Liquid Fund (Regular) - Quarterly IDCW;36.7875;01-Mar-2024
100247;INF192K01981;-;JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option;37.3607;01-Mar-2024
100233;INF192K01841;INF192K01858;JM Liquid Fund (Regular) - Weekly IDCW;11.0099;01-Mar-2024
100234;INF192K01882;-;JM Liquid Fund - Growth Option;64.9947;01-Mar-2024
148414;-;-;JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan;41.4437;01-Mar-2024
148413;-;-;JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan;41.4437;01-Mar-2024
148415;-;-;JM Liquid Fund - Withheld Brokerage I.E.F. (Direct) - Growth Plan;41.4437;01-Mar-2024
139258;INF192K01LB0;-;JM Liquid Fund Unclaimed Dividend (Direct) Growth Plan;57.8229;24-Jan-2022
139260;INF192K01LD6;-;JM Liquid Fund Unclaimed Dividend IEF (Direct) Growth Plan;41.4437;24-Jan-2022
139257;INF192K01LA2;-;JM Liquid Fund Unclaimed Redemption (Direct) Growth Plan;57.8230;24-Jan-2022
139259;INF192K01LC8;-;JM Liquid Fund Unclaimed Redemption IEF (Direct) Growth Plan;41.4437;24-Jan-2022
101549;INF192K01890;-;JM Liquid Fund (Regular) - Bonus Option - Principal Units;20.8115;01-Mar-2024
101078;-;INF192K01833;JM Liquid Fund (Regular) - Daily IDCW;10.4302;01-Mar-2024
 
Kotak Mahindra Mutual Fund
 
119764;INF174K01NH1;-;Kotak Liquid - Daily Reinvestment of Income Distribution cum capital withdrawal option - Direct;1222.81;01-Mar-2024
119766;INF174K01NE8;-;Kotak Liquid - Growth - Direct;4848.3297;01-Mar-2024
100833;INF174K01NL3;-;Kotak Liquid Regular Plan Daily Reinvestment of Income Distribution cum capital withdrawal option;1222.81;01-Mar-2024
100835;INF174K01NI9;-;Kotak Liquid Regular Plan Growth;4809.9148;01-Mar-2024
100834;INF174K01NK5;-;Kotak Liquid Regular Plan Weekly Reinvestment of Income Distribution cum capital withdrawal option Dividend;1000.476;17-Sep-2021
100830;INF174K01FZ9;-;Kotak Liquid-Institutional Plan  (Growth);3046.6062;21-Oct-2016
100832;-;INF174K01GB8;Kotak Liquid-Institutional Plan (Weekly Dividend);1011.079;23-Sep-2013
