Scheme Code;ISIN Div Payout/ ISIN Growth;ISIN Div Reinvestment;Scheme Name;Net Asset Value;Date
 
Open Ended Schemes(Debt Scheme - Banking and PSU Fund)
 
Aditya Birla Sun Life Mutual Fund
 
145727;INF277K018Q1;-;TATA Arbitrage Fund Direct Plan - Monthly Payout of Income Distribution cum capital withdrawal option ;13.1066;01-Mar-2024
145725;-;INF277K019Q9;TATA Arbitrage Fund Direct Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option;13.1066;01-Mar-2024
145728;INF277K016Q5;-;TATA Arbitrage Fund Regular Plan - Monthly Payout of Income Distribution cum capital withdrawal option ;12.5272;01-Mar-2024
145726;-;INF277K010R6;TATA Arbitrage Fund Regular Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option ;12.5272;01-Mar-2024
145724;INF277K017Q3;-;Tata Arbitrage Fund-Direct Plan-Growth;13.6438;01-Mar-2024
145723;INF277K015Q7;-;Tata Arbitrage Fund-Regular Plan-Growth;13.1058;01-Mar-2024
 
Union Mutual Fund
 
146297;INF582M01ES7;-;Union Arbitrage Fund - Direct Plan - Growth Option;13.1754;01-Mar-2024
146296;INF582M01EU3;INF582M01ET5;Union Arbitrage Fund - Direct Plan - IDCW Option;12.8627;01-Mar-2024
146294;INF582M01EW9;-;Union Arbitrage Fund - Regular Plan - Growth Option;12.8318;01-Mar-2024
146295;INF582M01EY5;INF582M01EX7;Union Arbitrage Fund - Regular Plan - IDCW Option;12.5292;01-Mar-2024
 
UTI Mutual Fund
 
120795;INF789FB1RG6;-;UTI Arbitrage Fund - Direct Plan - Growth Option;33.7145;01-Mar-2024
120796;INF789FB1RE1;INF789FB1RF8;UTI Arbitrage Fund - Direct Plan - IDCW;19.7215;01-Mar-2024
104075;INF789FB1RJ0;-;UTI Arbitrage Fund - Regular Plan - Growth Option;31.8898;01-Mar-2024
104074;INF789FB1RH4;INF789FB1RI2;UTI Arbitrage Fund - Regular Plan - IDCW;18.0154;01-Mar-2024
 
Open Ended Schemes(Hybrid Scheme - Balanced Hybrid Fund)
 
360 ONE Mutual Fund (Formerly Known as IIFL Mutual Fund)
 
152073;INF579M01AZ6;INF579M01BA7;360 ONE Balanced Hybrid Fund - Direct Plan - IDCW;11.0097;01-Mar-2024
152075;INF579M01AV5;-;360 ONE Balanced Hybrid Fund - Regular Plan - Growth;10.9399;01-Mar-2024
152076;INF579M01AY9;-;360 ONE Balanced Hybrid Fund- Direct Plan - Growth;11.0097;01-Mar-2024
152074;INF579M01AW3;INF579M01AX1;360 ONE Balanced Hyrbrid fund - Regular Plan - IDCW;10.9399;01-Mar-2024
 
Nippon India Mutual Fund
 
118738;INF204K01G78;INF204K01G86;NIPPON INDIA BALANCED ADVANTAGE FUND - DIRECT Plan - IDCW Option;43.1088;01-Mar-2024
118737;INF204K01G60;-;Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Bonus Option;9.6826;24-Dec-2015
118736;INF204K01G94;-;Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Growth Option;172.3561;01-Mar-2024
102848;INF204K01570;INF204K01588;NIPPON INDIA BALANCED ADVANTAGE FUND - IDCW Option;32.1747;01-Mar-2024
102847;INF204K01596;-;Nippon India Balanced Advantage Fund-Growth Plan-Bonus Option;154.6776;01-Mar-2024
102846;INF204K01604;-;Nippon India Balanced Advantage Fund-Growth Plan-Growth Option;154.6776;01-Mar-2024
 
WhiteOak Capital Mutual Fund
 
152132;INF03VN01829;-;WhiteOak Capital Balanced Hybrid Fund Direct Plan Growth;11.187;01-Mar-2024
152133;INF03VN01811;-;WhiteOak Capital Balanced Hybrid Fund Regular Plan Growth;11.129;01-Mar-2024
 
Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund)
 
Aditya Birla Sun Life Mutual Fund
 
120550;INF209K01R47;-;Aditya Birla Sun Life Regular Savings Fund - DIRECT - MONTHLY IDCW;25.5386;01-Mar-2024
120705;INF209K01XH4;INF209K01XJ0;Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Direct Plan;64.5528;01-Mar-2024
101818;INF209K01751;INF209K01777;Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Regular Plan;58.4894;01-Mar-2024
101816;INF209K01769;INF209K01DF0;Aditya Birla Sun Life Regular Savings Fund - REGULAR - MONTHLY IDCW;15.8367;01-Mar-2024
 
Axis Mutual Fund
 
120477;INF846K01DY0;INF846K01DZ7;Axis Regular Saver Fund - Direct Plan - Annual IDCW;15.5286;01-Mar-2024
120478;INF846K01EB6;INF846K01EC4;Axis Regular Saver Fund - Direct Plan - Half Yearly;13.1556;01-Mar-2024
120479;INF846K01ED2;INF846K01EE0;Axis Regular Saver Fund - Direct Plan - Quarterly;13.2999;01-Mar-2024
112927;INF846K01743;INF846K01750;Axis Regular Saver Fund - Regular Plan - Annual IDCW;13.5412;01-Mar-2024
112924;INF846K01693;-;Axis Regular Saver Fund - Regular Plan - Growth Option;26.9713;01-Mar-2024
112926;INF846K01727;INF846K01735;Axis Regular Saver Fund - Regular Plan - Half Yearly IDCW;12.4412;01-Mar-2024
112925;INF846K01701;INF846K01719;Axis Regular Saver Fund - Regular Plan - Quarterly IDCW;11.2334;01-Mar-2024
120480;INF846K01EA8;-;Axis Regular Saver Fund- Direct Plan - Growth Option;30.9975;01-Mar-2024
 
Bandhan Mutual Fund
 
112353;INF194K01RW9;-;BANDHAN Regular Savings Fund - Regular Plan - Growth;28.8920;01-Mar-2024
112352;INF194K01RY5;INF194K01RX7;BANDHAN Regular Savings Fund - Regular Plan - IDCW;13.9955;01-Mar-2024
113361;INF194K01SB1;INF194K01SA3;BANDHAN Regular Savings Fund - Regular Plan - Quarterly IDCW;13.8119;01-Mar-2024
118491;INF194K015B9;-;BANDHAN Regular Savings Fund-Direct Plan-Growth;31.9220;01-Mar-2024
118490;INF194K017B5;INF194K016B7;BANDHAN Regular Savings Fund-Direct Plan-IDCW;15.6953;01-Mar-2024
118492;INF194K010C8;INF194K019B1;BANDHAN Regular Savings Fund-Direct Plan-Quarterly IDCW;16.2348;01-Mar-2024
 
Baroda BNP Paribas Mutual Fund
 
150206;INF251K01HR8;-;BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Growth Option;48.1572;01-Mar-2024
150207;INF251K01HS6;INF251K01HT4;BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Monthly IDCW Option;13.1928;01-Mar-2024
150208;INF251K01HU2;INF251K01HV0;BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Quarterly IDCW Option;12.9644;01-Mar-2024
150203;INF251K01845;-;BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Growth Option;40.3258;01-Mar-2024
150204;INF251K01852;INF251K01860;BARODA BNP PARIBAS Conservative hybrid Fund-Regular Plan-Monthly IDCW Option;11.1073;01-Mar-2024
150205;INF251K01878;INF251K01886;BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Quarterly IDCW Option;11.4139;01-Mar-2024
 
Canara Robeco Mutual Fund
 
118309;INF760K01GB4;-;CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - GROWTH OPTION;97.4973;01-Mar-2024
118311;INF760K01FZ5;INF760K01GA6;CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment);16.1427;01-Mar-2024
118310;INF760K01GC2;INF760K01GD0;CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment);16.2889;01-Mar-2024
100601;INF760K01282;-;CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - GROWTH OPTION;86.3240;01-Mar-2024
100600;INF760K01308;INF760K01316;CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment);13.3315;01-Mar-2024
112378;INF760K01AP7;INF760K01AQ5;CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment);13.9235;01-Mar-2024
 
DSP Mutual Fund
 
118994;INF740K01NO5;-;DSP Regular Savings Fund - Direct Plan - Growth;57.3988;01-Mar-2024
118992;INF740K01NP2;INF740K01NR8;DSP Regular Savings Fund - Direct Plan - IDCW - Monthly;13.6981;01-Mar-2024
118993;INF740K01NQ0;INF740K01NS6;DSP Regular Savings Fund - Direct Plan - IDCW - Quarterly ;13.7062;01-Mar-2024
102450;INF740K01458;INF740K01466;DSP Regular Savings Fund - Regular Plan - IDCW - Monthly;11.2165;01-Mar-2024
102451;INF740K01474;INF740K01482;DSP Regular Savings Fund - Regular Plan - IDCW - Quarterly ;11.6436;01-Mar-2024
102448;INF740K01441;-;DSP Regular Savings Fund- Regular Plan - Growth;51.4207;01-Mar-2024
 
Franklin Templeton Mutual Fund
 
118574;INF090I01GF1;-;Franklin India Debt Hybrid Fund - Direct - GROWTH;87.6822;01-Mar-2024
100948;INF090I01EA7;-;Franklin India Debt Hybrid Fund - Growth;80.5601;01-Mar-2024
118575;INF090I01GG9;INF090I01GH7;Franklin India Debt Hybrid Fund - Plan A - Direct - Monthly - IDCW;14.7978;01-Mar-2024
118576;INF090I01GI5;INF090I01GJ3;Franklin India Debt Hybrid Fund - Plan A - Direct - Quarterly - IDCW;14.0437;01-Mar-2024
100949;INF090I01EB5;INF090I01EC3;Franklin India Debt Hybrid Fund - Plan A - Monthly - IDCW;13.1137;01-Mar-2024
100950;INF090I01ED1;INF090I01EE9;Franklin India Debt Hybrid Fund - Plan A - Quarterly - IDCW;12.3575;01-Mar-2024
148302;INF090I01WH4;-;Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank ltd CO 05Mar20) - Direct Growth Plan;0.0000;11-Jan-2021
148298;INF090I01WI2;-;Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Direct Quarterly Dividend Plan;0.0000;31-Dec-2020
148297;INF090I01WE1;-;Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes bank Ltd CO 05Mar20) - Growth Plan;0.0000;11-Jan-2021
148299;INF090I01WG6;-;Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Monthly Dividend Plan;0.0000;11-Jan-2021
148300;INF090I01WF8;-;Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Quarterly Dividend Plan;0.0000;11-Jan-2021
148301;INF090I01WJ0;-;Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO05Mar20) - Direct Monthly Dividend Plan;0.0000;11-Jan-2021
 
HDFC Mutual Fund
 
119118;INF179K01XE6;-;HDFC Hybrid Debt Fund - Growth Option - Direct Plan;78.1566;01-Mar-2024
102147;INF179K01AE4;-;HDFC Hybrid Debt Fund - Growth Plan;74.0276;01-Mar-2024
102148;INF179K01AA2;INF179K01AB0;HDFC Hybrid Debt Fund - IDCW Monthly;14.3979;01-Mar-2024
119119;INF179K01XF3;INF179K01XG1;HDFC Hybrid Debt Fund - IDCW Monthly - Direct Plan;15.7376;01-Mar-2024
102149;INF179K01AC8;INF179K01AD6;HDFC Hybrid Debt Fund - IDCW Quarterly;15.3029;01-Mar-2024
119120;INF179K01XH9;INF179K01XI7;HDFC Hybrid Debt Fund - IDCW Quarterly - Direct Plan;16.7141;01-Mar-2024
 
HSBC Mutual Fund
 
120073;INF336L01DW4;-;HSBC Conservative Hybrid Fund - Direct Growth;58.9154;01-Mar-2024
120074;INF336L01DX2;INF336L01DY0;HSBC Conservative Hybrid Fund - Direct Monthly IDCW;16.9445;01-Mar-2024
120075;INF336L01DZ7;INF336L01EA8;HSBC Conservative Hybrid Fund - Direct Quarterly IDCW;14.8219;01-Mar-2024
102262;INF336L01099;-;HSBC Conservative Hybrid Fund - Regular Growth;53.2608;01-Mar-2024
102260;INF336L01107;INF336L01115;HSBC Conservative Hybrid Fund - Regular Monthly IDCW;12.8888;01-Mar-2024
102261;INF336L01123;INF336L01131;HSBC Conservative Hybrid Fund - Regular Quarterly IDCW;17.1189;01-Mar-2024
 
ICICI Prudential Mutual Fund
 
123183;INF109KA1301;-;ICICI Prudential Regular Savings Fund - Direct Plan - Bonus;46.3924;24-Apr-2020
120616;INF109K01S39;-;ICICI Prudential Regular Savings Fund - Direct Plan - Growth;72.1546;01-Mar-2024
120613;INF109K01S47;INF109K01S54;ICICI Prudential Regular Savings Fund - Direct Plan - Half Yearly IDCW;17.0719;01-Mar-2024
120615;INF109K01S62;INF109K01S70;ICICI Prudential Regular Savings Fund - Direct Plan - Monthly IDCW;16.1770;01-Mar-2024
120614;INF109K01S88;INF109K01S96;ICICI Prudential Regular Savings Fund - Direct Plan - Quarterly IDCW;14.4444;01-Mar-2024
128110;INF109KA1319;-;ICICI Prudential Regular Savings Fund - Plan - Bonus;18.3554;24-Apr-2020
102330;INF109K01902;-;ICICI Prudential Regular Savings Fund - Plan - Growth;66.2550;01-Mar-2024
113098;INF109K01IW6;INF109K01WX5;ICICI Prudential Regular Savings Fund - Plan - Half Yearly IDCW;13.2911;01-Mar-2024
102331;INF109K01ER5;INF109K01894;ICICI Prudential Regular Savings Fund - Plan - Monthly IDCW;13.7790;01-Mar-2024
113097;INF109K01IX4;INF109K01WY3;ICICI Prudential Regular Savings Fund - Plan - Quarterly IDCW;11.7550;01-Mar-2024
 
Kotak Mahindra Mutual Fund
 
114859;INF174K01393;-;Kotak Debt Hybrid - Growth;52.3562;01-Mar-2024
120154;INF174K01JZ1;-;Kotak Debt Hybrid - Growth - Direct;59.4609;01-Mar-2024
114858;INF174K01419;INF174K01401;Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option;12.8613;01-Mar-2024
120155;INF174K01KA2;-;Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option - Direct;13.9129;01-Mar-2024
 
LIC Mutual Fund
 
120276;INF767K01EO7;-;LIC MF Conservative Hybrid Fund-Direct Plan-Growth;81.4936;01-Mar-2024
120277;INF767K01EP4;INF767K01ES8;LIC MF Conservative Hybrid Fund-Direct Plan-Monthly IDCW;12.7502;01-Mar-2024
120274;INF767K01EQ2;INF767K01ET6;LIC MF Conservative Hybrid Fund-Direct Plan-Quarterly IDCW;16.3753;01-Mar-2024
120275;INF767K01ER0;INF767K01EU4;LIC MF Conservative Hybrid Fund-Direct Plan-Yearly IDCW;14.576;01-Mar-2024
101869;INF767K01808;-;LIC MF Conservative Hybrid Fund-Regular Plan-Growth;74.5174;01-Mar-2024
101866;INF767K01816;INF767K01824;LIC MF Conservative Hybrid Fund-Regular Plan-Monthly IDCW;12.5187;01-Mar-2024
101867;INF767K01832;INF767K01840;LIC MF Conservative Hybrid Fund-Regular Plan-Quarterly IDCW;13.0894;01-Mar-2024
101868;INF767K01857;INF767K01865;LIC MF Conservative Hybrid Fund-Regular Plan-Yearly IDCW;12.5845;01-Mar-2024
 
Navi Mutual Fund
 
113143;INF959L01114;INF959L01122;Navi Conservative Hybrid  Fund - Quarterly IDCW;15.4262;01-Mar-2024
119157;INF959L01684;INF959L01692;Navi Conservative Hybrid Fund - Direct Plan Monthly IDCW;12.7808;01-Mar-2024
119158;INF959L01700;INF959L01718;Navi Conservative Hybrid Fund - Direct Plan Quarterly IDCW;18.1224;01-Mar-2024
113141;INF959L01098;INF959L01106;Navi Conservative Hybrid Fund - Monthly IDCW;11.8435;01-Mar-2024
119156;INF959L01676;-;Navi Conservative Hybrid Fund-Direct Plan-Growth Option;29.8378;01-Mar-2024
113142;INF959L01130;-;Navi Conservative Hybrid Fund-Growth;25.0819;01-Mar-2024
 
Nippon India Mutual Fund
 
148291;INF204KB15O7;INF204KB16O5;NIPPON INDIA HYBRID BOND FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - MONTHLY IDCW Option;0.0000;01-Mar-2024
148292;INF204KB17O3;INF204KB18O1;NIPPON INDIA HYBRID BOND FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option;0.0000;01-Mar-2024
148294;INF204KB10P5;INF204KB11P3;NIPPON INDIA HYBRID BOND FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option;0.0000;01-Mar-2024
148295;INF204KB12P1;INF204KB13P9;NIPPON INDIA HYBRID BOND FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option;0.0000;01-Mar-2024
118727;INF204K01YW2;INF204K01YX0;NIPPON INDIA HYBRID BOND FUND - DIRECT Plan - MONTHLY IDCW Option;11.6182;01-Mar-2024
118729;INF204K01YY8;INF204K01YZ5;NIPPON INDIA HYBRID BOND FUND - DIRECT Plan - QUARTERLY IDCW Option;12.8125;01-Mar-2024
118726;INF204K01YV4;-;Nippon India Hybrid Bond Fund - Direct Plan Growth Plan - Growth Option;56.4304;01-Mar-2024
102173;INF204K01FE9;INF204K01FF6;NIPPON INDIA HYBRID BOND FUND - MONTHLY IDCW Option;10.8101;01-Mar-2024
102174;INF204K01FG4;INF204K01FH2;NIPPON INDIA HYBRID BOND FUND - QUARTERLY IDCW Option;12.1818;01-Mar-2024
148143;INF204KB12K2;-;Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Direct Plan Growth Plan - Growth Option;4.0808;10-Jul-2020
148139;INF204KB14K8;INF204KB13K0;Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Direct Plan Monthly Dividend Plan;1.0786;10-Jul-2020
148140;INF204KB15K5;INF204KB16K3;Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Direct Plan Quarterly Dividend Plan;1.0860;10-Jul-2020
148141;INF204KB17K1;-;Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Growth Plan;3.8398;10-Jul-2020
148142;INF204KB18K9;INF204KB19K7;Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Monthly Dividend Plan;0.9969;10-Jul-2020
148144;INF204KB10L4;INF204KB11L2;Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Quarterly Dividend Plan;1.0493;10-Jul-2020
148296;INF204KB14O0;-;Nippon India Hybrid Bond Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option;0.0000;01-Mar-2024
148293;INF204KB19O9;-;Nippon India Hybrid Bond Fund - Segregated Portfolio 2 - Growth Plan;0.0000;01-Mar-2024
102172;INF204K01FD1;-;Nippon India Hybrid Bond Fund-Growth Plan;51.6212;01-Mar-2024
 
PPFAS Mutual Fund
 
148958;INF879O01175;-;Parag Parikh Conservative Hybrid Fund - Direct Plan - Growth;13.3550;01-Mar-2024
148961;INF879O01167;INF879O01159;Parag Parikh Conservative Hybrid Fund - Direct Plan - Monthly IDCW;10.7388;01-Mar-2024
148959;INF879O01209;-;Parag Parikh Conservative Hybrid Fund - Regular Plan - Growth;13.2451;01-Mar-2024
148960;INF879O01191;INF879O01183;Parag Parikh Conservative Hybrid Fund - Regular Plan - Monthly IDCW;10.8092;01-Mar-2024
 
SBI Mutual Fund
 
119836;INF200K01TV2;INF200K01TW0;SBI Conservative Hybrid Fund  - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW);21.3252;01-Mar-2024
119837;INF200K01TQ2;INF200K01TR0;SBI Conservative Hybrid Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW);27.8331;01-Mar-2024
119839;INF200K01TS8;-;SBI Conservative Hybrid Fund - Direct Plan - Growth;69.795;01-Mar-2024
119838;INF200K01TT6;INF200K01TU4;SBI Conservative Hybrid Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW);25.549;01-Mar-2024
100929;INF200K01909;INF200K01917;SBI Conservative Hybrid Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW);22.6879;01-Mar-2024
100968;INF200K01859;-;SBI Conservative Hybrid Fund - Regular Plan - Growth;64.3199;01-Mar-2024
100927;INF200K01867;INF200K01875;SBI Conservative Hybrid Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW);19.7574;01-Mar-2024
100928;INF200K01883;INF200K01891;SBI Conservative Hybrid Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW);18.5506;01-Mar-2024
 
Sundaram Mutual Fund
 
119635;INF903J01OP6;-;Sundaram Debt Oriented Hybrid Fund Direct Plan - Growth;29.5549;01-Mar-2024
119638;INF903J01OS0;INF903J01OV4;Sundaram Debt Oriented Hybrid Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW);19.6581;01-Mar-2024
119636;INF903J01OQ4;INF903J01OT8;Sundaram Debt Oriented Hybrid Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW);13.6109;01-Mar-2024
119637;INF903J01OR2;INF903J01OU6;Sundaram Debt Oriented Hybrid Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW);19.6747;01-Mar-2024
112868;INF903J01HB0;-;Sundaram Debt Oriented Hybrid Fund Regular Plan - Growth;27.1641;01-Mar-2024
112869;INF903J01HE4;INF903J01HH7;Sundaram Debt Oriented Hybrid Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW);17.9129;01-Mar-2024
112867;INF903J01HC8;INF903J01HF1;Sundaram Debt Oriented Hybrid Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW);13.5020;01-Mar-2024
112870;INF903J01HD6;INF903J01HG9;Sundaram Debt Oriented Hybrid Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW);17.9967;01-Mar-2024
 
UTI Mutual Fund
 
148106;INF789F1AQP1;-;UTI - Regular Saving Fund (Segregated - 17022020) - Direct Plan - Growth Option;4.08;27-Jan-2022
148112;INF789F1AQM8;-;UTI - Regular Saving Fund (Segregated - 17022020) - Direct Plan - Monthly Payment Option;4.0131;27-Jan-2022
148105;INF789F1AQJ4;-;UTI - Regular Saving Fund (Segregated - 17022020) - Regular Plan - Growth Option;3.8396;27-Jan-2022
148108;INF789F1AQG0;-;UTI - Regular Saving Fund (Segregated - 17022020) - Regular Plan - Monthly Payment Option;3.8416;27-Jan-2022
148115;INF789F1AQQ9;INF789F1AQR7;UTI Regular Saving Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW;3.4135;27-Jan-2022
148109;INF789F1AQN6;INF789F1AQO4;UTI Regular Saving Fund ( Segregated - 17022020) - Direct Plan - Monthly IDCW;1.4527;27-Jan-2022
148111;INF789F1AQK2;INF789F1AQL0;UTI Regular Saving Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW;3.1928;27-Jan-2022
148104;INF789F1AQH8;INF789F1AQI6;UTI Regular Saving Fund ( Segregated - 17022020) - Regular Plan - Monthly IDCW;1.3512;27-Jan-2022
102533;INF789F01927;-;UTI Conservative Hybrd Fund - Regular Plan - Monthly Payment Option;60.8001;01-Mar-2024
120789;INF789F01UH1;INF789F01UI9;UTI Conservative Hybrid Fund - Direct Plan - Flexi IDCW;44.8143;01-Mar-2024
120779;INF789F01UJ7;-;UTI Conservative Hybrid Fund - Direct Plan - Growth Option;65.2107;01-Mar-2024
120778;INF789F01UK5;INF789F01UL3;UTI Conservative Hybrid Fund - Direct Plan - Monthly IDCW;18.4137;01-Mar-2024
120790;INF789F01UM1;-;UTI Conservative Hybrid Fund - Direct Plan - Monthly Payment Option;64.1479;01-Mar-2024
102534;INF789F01877;INF789F01885;UTI Conservative Hybrid Fund - Regular Plan - Flexi IDCW;40.91;01-Mar-2024
102535;INF789F01893;-;UTI Conservative Hybrid Fund - Regular Plan - Growth Option;60.7689;01-Mar-2024
102536;INF789F01901;INF789F01919;UTI Conservative Hybrid Fund - Regular Plan - Monthly IDCW;16.6412;01-Mar-2024
 
Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage)
 
Aditya Birla Sun Life Mutual Fund
 
131670;INF084M01DJ5;-;Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option;101.38;01-Mar-2024
131666;INF084M01AB8;-;Aditya Birla Sun Life Balanced Advantage Fund - Regular Plan - Growth Option;90.69;01-Mar-2024
131671;INF084M01DK3;INF084M01DL1;Aditya Birla Sun Life Balanced Advantage Fund -DIRECT - IDCW;28.11;01-Mar-2024
131665;INF084M01AC6;INF084M01AD4;Aditya Birla Sun Life Balanced Advantage Fund -REGULAR - IDCW;25.11;01-Mar-2024
 
Axis Mutual Fund
 
141642;INF846K01A29;-;Axis Balanced Advantage Fund - Direct Plan - Growth;19.71;01-Mar-2024
141643;INF846K01A37;INF846K01A45;Axis Balanced Advantage Fund - Direct Plan - IDCW;14.51;01-Mar-2024
141644;INF846K01A52;-;Axis Balanced Advantage Fund - Regular Plan - Growth;17.99;01-Mar-2024
141645;INF846K01A60;INF846K01A78;Axis Balanced Advantage Fund - Regular Plan - IDCW;13.65;01-Mar-2024
 
Bajaj Finserv Mutual Fund
 
152194;INF0QA701656;-;Bajaj Finserv Balanced Advantage Fund-Direct Plan-Growth;10.469;01-Mar-2024
152195;INF0QA701664;INF0QA701672;Bajaj Finserv Balanced Advantage Fund-Direct Plan-IDCW;10.469;01-Mar-2024
152196;INF0QA701680;-;Bajaj Finserv Balanced Advantage Fund-Regular Plan-Growth;10.433;01-Mar-2024
152197;INF0QA701698;INF0QA701706;Bajaj Finserv Balanced Advantage Fund-Regular Plan-IDCW;10.433;01-Mar-2024
 
Bandhan Mutual Fund
 
131355;INF194KA1UH1;-;BANDHAN Balanced Advantage Fund Direct Plan Growth;24.143;01-Mar-2024
131356;INF194KA1UI9;INF194KA1UJ7;BANDHAN Balanced Advantage Fund Direct Plan IDCW;16.072;01-Mar-2024
131357;INF194KA1UE8;-;BANDHAN Balanced Advantage Fund Regular Plan Growth;21.253;01-Mar-2024
131354;INF194KA1UF5;INF194KA1UG3;BANDHAN Balanced Advantage Fund Regular Plan IDCW;14.236;01-Mar-2024
 
Bank of India Mutual Fund
 
127852;INF761K01BM0;INF761K01BN8;BANK OF INDIA BALANCED ADVANTAGE FUND  DIRECT PLAN IDCW;15.1143;01-Mar-2024
127851;INF761K01BP3;INF761K01BQ1;BANK OF INDIA BALANCED ADVANTAGE FUND  REGULAR PLAN IDCW;16.4054;01-Mar-2024
127850;INF761K01BO6;-;BANK OF INDIA BALANCED ADVANTAGE FUND DIRECT PLAN  GROWTH;25.0139;01-Mar-2024
127849;INF761K01BR9;-;BANK OF INDIA BALANCED ADVANTAGE FUND REGULAR PLAN  GROWTH;23.5138;01-Mar-2024
 
Baroda BNP Paribas Mutual Fund
 
145396;INF955L01HF7;-;Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-Growth Option;22.7696;01-Mar-2024
145397;INF955L01HG5;INF955L01HH3;Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-IDCW Option;18.2097;01-Mar-2024
145387;INF955L01HC4;-;Baroda BNP Paribas Balanced Advantage Fund-Regular Plan -Growth Option;21.1748;01-Mar-2024
145389;INF955L01HD2;INF955L01HE0;Baroda BNP Paribas Balanced Advantage Fund-Regular Plan-IDCW Option;16.8984;01-Mar-2024
 
DSP Mutual Fund
 
126393;INF740K01K81;-;DSP Dynamic Asset Allocation Fund - Direct Plan - Growth;26.594;01-Mar-2024
126391;INF740K01K99;INF740K01L07;DSP Dynamic Asset Allocation Fund - Direct Plan - IDCW - Monthly;14.884;01-Mar-2024
126394;INF740K01K57;-;DSP Dynamic Asset Allocation Fund - Regular Plan - Growth;23.598;01-Mar-2024
126392;INF740K01K65;INF740K01K73;DSP Dynamic Asset Allocation Fund - Regular Plan - IDCW - Monthly;12.964;01-Mar-2024
 
